R_PPI AIMed_d30 0 *EMPTY*-*EMPTY* token:Isolation|NN|O|-3|-9|root|0 token:of|IN|O|-2|-8|case|3 token:human|JJ|O|-1|-7|amod|3 token:delta-catenin|NN|P1|0|-6|nmod:of|0 token:and|CC|O|1|-5|cc|0 token:its|PRP$|O|2|-4|nmod:poss|7 token:binding|NN|O|3|-3|compound|7 token:specificity|NN|O|4|-2|conj:and|0 token:with|IN|O|5|-1|case|9 token:presenilin|NN|P2|6|0|nmod:with|7 token:1|CD|P2|7|0|nummod|9 token:.|.|O|8|1|| dep_token:delta-catenin|NN|P1|nmod:of|0 dep_token:Isolation|NN|O|root|0 dep_token:specificity|NN|O|conj:and|0 dep_token:presenilin|NN|P2|nmod:with|7 dep_path_len:3 lex_dep_path:GENE_1|<-nmod:of<-w:isol->conj:and->nmod:with->|GENE_2 lex_dep_path:GENE_1|<-nmod:of<-__->conj:and->w:specif->nmod:with->|GENE_2	Isolation of human <1>delta-catenin</1> and its binding specificity with <1>presenilin 1</1>.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-6|-15|nsubj|1 token:suggests|VBZ|O|-5|-14|root|1 token:that|IN|O|-4|-13|mark|8 token:one|CD|O|-3|-12|nummod|4 token:domain|NN|O|-2|-11|nsubj|10@8 token:of|IN|O|-1|-10|case|6 token:IFN-gamma|NN|P1|0|-9|nmod:of|4 token:is|VBZ|O|1|-8|cop|8 token:sufficient|JJ|O|2|-7|ccomp|1 token:to|TO|O|3|-6|mark|10 token:recruit|VB|O|4|-5|xcomp|8 token:IFN-gamma|NN|P|5|-4|compound|13 token:R|NN|P|6|-3|compound|13 token:alpha|NN|P|7|-2|dobj|10 token:and|CC|O|8|-1|cc|13 token:IFN-gamma|NN|P2|9|0|compound|17 token:R|NN|P|10|1|compound|17 token:beta|NN|P|11|2|conj:and@dobj|10@13 token:into|IN|O|12|3|case|20 token:a|DT|O|13|4|det|20 token:complex|NN|O|14|5|nmod:into|10 token:competent|JJ|O|15|6|amod|20 token:for|IN|O|16|7|mark|23 token:eliciting|VBG|O|17|8|advcl|21 token:biological|JJ|O|18|9|amod|25 token:activity|NN|O|19|10|dobj|23 token:.|.|O|20|11|| dep_token:IFN-gamma|NN|P1|nmod:of|4 dep_token:domain|NN|O|nsubj|10@8 dep_token:recruit|VB|O|xcomp|8 dep_token:beta|NN|P|conj:and@dobj|10@13 dep_token:IFN-gamma|NN|P2|compound|17 dep_path_len:4 lex_dep_path:GENE_1|<-nmod:of<-w:domain<-nsubj<-__->dobj->compound->|GENE_2 lex_dep_path:GENE_1|<-nmod:of<-nsubj<-w:recruit->dobj->compound->|GENE_2 lex_dep_path:GENE_1|<-nmod:of<-nsubj<-__->dobj->w:beta->compound->|GENE_2	This suggests that one domain of <1>IFN-gamma</1> is sufficient to recruit <0><0>IFN-gamma</0> R alpha</0> and <0><1>IFN-gamma</1> R beta</0> into a complex competent for eliciting biological activity.
R_PPI AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-6|-15|nsubj|1 token:suggests|VBZ|O|-5|-14|root|1 token:that|IN|O|-4|-13|mark|8 token:one|CD|O|-3|-12|nummod|4 token:domain|NN|O|-2|-11|nsubj|10@8 token:of|IN|O|-1|-10|case|6 token:IFN-gamma|NN|P1|0|-9|nmod:of|4 token:is|VBZ|O|1|-8|cop|8 token:sufficient|JJ|O|2|-7|ccomp|1 token:to|TO|O|3|-6|mark|10 token:recruit|VB|O|4|-5|xcomp|8 token:IFN-gamma|NN|P|5|-4|compound|13 token:R|NN|P|6|-3|compound|13 token:alpha|NN|P|7|-2|dobj|10 token:and|CC|O|8|-1|cc|13 token:IFN-gamma|NN|P2|9|0|compound|17 token:R|NN|P2|10|0|compound|17 token:beta|NN|P2|11|0|conj:and@dobj|10@13 token:into|IN|O|12|1|case|20 token:a|DT|O|13|2|det|20 token:complex|NN|O|14|3|nmod:into|10 token:competent|JJ|O|15|4|amod|20 token:for|IN|O|16|5|mark|23 token:eliciting|VBG|O|17|6|advcl|21 token:biological|JJ|O|18|7|amod|25 token:activity|NN|O|19|8|dobj|23 token:.|.|O|20|9|| dep_token:IFN-gamma|NN|P1|nmod:of|4 dep_token:domain|NN|O|nsubj|10@8 dep_token:recruit|VB|O|xcomp|8 dep_token:beta|NN|P2|conj:and@dobj|10@13 dep_path_len:3 lex_dep_path:GENE_1|<-nmod:of<-w:domain<-nsubj<-__->dobj->|GENE_2 lex_dep_path:GENE_1|<-nmod:of<-nsubj<-w:recruit->dobj->|GENE_2	This suggests that one domain of <1>IFN-gamma</1> is sufficient to recruit <0><0>IFN-gamma</0> R alpha</0> and <1><0>IFN-gamma</0> R beta</1> into a complex competent for eliciting biological activity.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-11|-11|nsubj|1 token:suggests|VBZ|O|-10|-10|root|1 token:that|IN|O|-9|-9|mark|8 token:one|CD|O|-8|-8|nummod|4 token:domain|NN|O|-7|-7|nsubj|10@8 token:of|IN|O|-6|-6|case|6 token:IFN-gamma|NN|P|-5|-5|nmod:of|4 token:is|VBZ|O|-4|-4|cop|8 token:sufficient|JJ|O|-3|-3|ccomp|1 token:to|TO|O|-2|-2|mark|10 token:recruit|VB|O|-1|-1|xcomp|8 token:IFN-gamma|NN|P1|0|0|compound|13 token:R|NN|P2|1|0|compound|13 token:alpha|NN|P2|2|0|dobj|10 token:and|CC|O|3|1|cc|13 token:IFN-gamma|NN|P|4|2|compound|17 token:R|NN|P|5|3|compound|17 token:beta|NN|P|6|4|conj:and@dobj|10@13 token:into|IN|O|7|5|case|20 token:a|DT|O|8|6|det|20 token:complex|NN|O|9|7|nmod:into|10 token:competent|JJ|O|10|8|amod|20 token:for|IN|O|11|9|mark|23 token:eliciting|VBG|O|12|10|advcl|21 token:biological|JJ|O|13|11|amod|25 token:activity|NN|O|14|12|dobj|23 token:.|.|O|15|13|| dep_token:IFN-gamma|NN|P1|compound|13 dep_token:alpha|NN|P2|dobj|10 dep_path_len:1	This suggests that one domain of <0>IFN-gamma</0> is sufficient to recruit <1><1>IFN-gamma</1> R alpha</1> and <0><0>IFN-gamma</0> R beta</0> into a complex competent for eliciting biological activity.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-11|-15|nsubj|1 token:suggests|VBZ|O|-10|-14|root|1 token:that|IN|O|-9|-13|mark|8 token:one|CD|O|-8|-12|nummod|4 token:domain|NN|O|-7|-11|nsubj|10@8 token:of|IN|O|-6|-10|case|6 token:IFN-gamma|NN|P|-5|-9|nmod:of|4 token:is|VBZ|O|-4|-8|cop|8 token:sufficient|JJ|O|-3|-7|ccomp|1 token:to|TO|O|-2|-6|mark|10 token:recruit|VB|O|-1|-5|xcomp|8 token:IFN-gamma|NN|P1|0|-4|compound|13 token:R|NN|P|1|-3|compound|13 token:alpha|NN|P|2|-2|dobj|10 token:and|CC|O|3|-1|cc|13 token:IFN-gamma|NN|P2|4|0|compound|17 token:R|NN|P|5|1|compound|17 token:beta|NN|P|6|2|conj:and@dobj|10@13 token:into|IN|O|7|3|case|20 token:a|DT|O|8|4|det|20 token:complex|NN|O|9|5|nmod:into|10 token:competent|JJ|O|10|6|amod|20 token:for|IN|O|11|7|mark|23 token:eliciting|VBG|O|12|8|advcl|21 token:biological|JJ|O|13|9|amod|25 token:activity|NN|O|14|10|dobj|23 token:.|.|O|15|11|| dep_token:IFN-gamma|NN|P1|compound|13 dep_token:alpha|NN|P|dobj|10 dep_token:beta|NN|P|conj:and@dobj|10@13 dep_token:IFN-gamma|NN|P2|compound|17 dep_path_len:3 lex_dep_path:GENE_1|<-compound<-w:alpha->conj:and->compound->|GENE_2 lex_dep_path:GENE_1|<-compound<-__->conj:and->w:beta->compound->|GENE_2	This suggests that one domain of <0>IFN-gamma</0> is sufficient to recruit <0><1>IFN-gamma</1> R alpha</0> and <0><1>IFN-gamma</1> R beta</0> into a complex competent for eliciting biological activity.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-11|-15|nsubj|1 token:suggests|VBZ|O|-10|-14|root|1 token:that|IN|O|-9|-13|mark|8 token:one|CD|O|-8|-12|nummod|4 token:domain|NN|O|-7|-11|nsubj|10@8 token:of|IN|O|-6|-10|case|6 token:IFN-gamma|NN|P|-5|-9|nmod:of|4 token:is|VBZ|O|-4|-8|cop|8 token:sufficient|JJ|O|-3|-7|ccomp|1 token:to|TO|O|-2|-6|mark|10 token:recruit|VB|O|-1|-5|xcomp|8 token:IFN-gamma|NN|P1|0|-4|compound|13 token:R|NN|P|1|-3|compound|13 token:alpha|NN|P|2|-2|dobj|10 token:and|CC|O|3|-1|cc|13 token:IFN-gamma|NN|P2|4|0|compound|17 token:R|NN|P2|5|0|compound|17 token:beta|NN|P2|6|0|conj:and@dobj|10@13 token:into|IN|O|7|1|case|20 token:a|DT|O|8|2|det|20 token:complex|NN|O|9|3|nmod:into|10 token:competent|JJ|O|10|4|amod|20 token:for|IN|O|11|5|mark|23 token:eliciting|VBG|O|12|6|advcl|21 token:biological|JJ|O|13|7|amod|25 token:activity|NN|O|14|8|dobj|23 token:.|.|O|15|9|| dep_token:IFN-gamma|NN|P1|compound|13 dep_token:alpha|NN|P|dobj|10 dep_token:beta|NN|P2|conj:and@dobj|10@13 dep_path_len:2 lex_dep_path:GENE_1|<-compound<-w:alpha->conj:and->|GENE_2	This suggests that one domain of <0>IFN-gamma</0> is sufficient to recruit <0><1>IFN-gamma</1> R alpha</0> and <1><0>IFN-gamma</0> R beta</1> into a complex competent for eliciting biological activity.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-11|-15|nsubj|1 token:suggests|VBZ|O|-10|-14|root|1 token:that|IN|O|-9|-13|mark|8 token:one|CD|O|-8|-12|nummod|4 token:domain|NN|O|-7|-11|nsubj|10@8 token:of|IN|O|-6|-10|case|6 token:IFN-gamma|NN|P|-5|-9|nmod:of|4 token:is|VBZ|O|-4|-8|cop|8 token:sufficient|JJ|O|-3|-7|ccomp|1 token:to|TO|O|-2|-6|mark|10 token:recruit|VB|O|-1|-5|xcomp|8 token:IFN-gamma|NN|P1|0|-4|compound|13 token:R|NN|P1|0|-3|compound|13 token:alpha|NN|P1|0|-2|dobj|10 token:and|CC|O|1|-1|cc|13 token:IFN-gamma|NN|P2|2|0|compound|17 token:R|NN|P|3|1|compound|17 token:beta|NN|P|4|2|conj:and@dobj|10@13 token:into|IN|O|5|3|case|20 token:a|DT|O|6|4|det|20 token:complex|NN|O|7|5|nmod:into|10 token:competent|JJ|O|8|6|amod|20 token:for|IN|O|9|7|mark|23 token:eliciting|VBG|O|10|8|advcl|21 token:biological|JJ|O|11|9|amod|25 token:activity|NN|O|12|10|dobj|23 token:.|.|O|13|11|| dep_token:alpha|NN|P1|dobj|10 dep_token:beta|NN|P|conj:and@dobj|10@13 dep_token:IFN-gamma|NN|P2|compound|17 dep_path_len:2 lex_dep_path:GENE_1|->conj:and->w:beta->compound->|GENE_2	This suggests that one domain of <0>IFN-gamma</0> is sufficient to recruit <1><0>IFN-gamma</0> R alpha</1> and <0><1>IFN-gamma</1> R beta</0> into a complex competent for eliciting biological activity.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-11|-15|nsubj|1 token:suggests|VBZ|O|-10|-14|root|1 token:that|IN|O|-9|-13|mark|8 token:one|CD|O|-8|-12|nummod|4 token:domain|NN|O|-7|-11|nsubj|10@8 token:of|IN|O|-6|-10|case|6 token:IFN-gamma|NN|P|-5|-9|nmod:of|4 token:is|VBZ|O|-4|-8|cop|8 token:sufficient|JJ|O|-3|-7|ccomp|1 token:to|TO|O|-2|-6|mark|10 token:recruit|VB|O|-1|-5|xcomp|8 token:IFN-gamma|NN|P1|0|-4|compound|13 token:R|NN|P1|0|-3|compound|13 token:alpha|NN|P1|0|-2|dobj|10 token:and|CC|O|1|-1|cc|13 token:IFN-gamma|NN|P2|2|0|compound|17 token:R|NN|P2|3|0|compound|17 token:beta|NN|P2|4|0|conj:and@dobj|10@13 token:into|IN|O|5|1|case|20 token:a|DT|O|6|2|det|20 token:complex|NN|O|7|3|nmod:into|10 token:competent|JJ|O|8|4|amod|20 token:for|IN|O|9|5|mark|23 token:eliciting|VBG|O|10|6|advcl|21 token:biological|JJ|O|11|7|amod|25 token:activity|NN|O|12|8|dobj|23 token:.|.|O|13|9|| dep_token:alpha|NN|P1|dobj|10 dep_token:beta|NN|P2|conj:and@dobj|10@13 dep_path_len:1	This suggests that one domain of <0>IFN-gamma</0> is sufficient to recruit <1><0>IFN-gamma</0> R alpha</1> and <1><0>IFN-gamma</0> R beta</1> into a complex competent for eliciting biological activity.
NONE AIMed_d45 11 *EMPTY*-*EMPTY* token:This|DT|O|-15|-15|nsubj|1 token:suggests|VBZ|O|-14|-14|root|1 token:that|IN|O|-13|-13|mark|8 token:one|CD|O|-12|-12|nummod|4 token:domain|NN|O|-11|-11|nsubj|10@8 token:of|IN|O|-10|-10|case|6 token:IFN-gamma|NN|P|-9|-9|nmod:of|4 token:is|VBZ|O|-8|-8|cop|8 token:sufficient|JJ|O|-7|-7|ccomp|1 token:to|TO|O|-6|-6|mark|10 token:recruit|VB|O|-5|-5|xcomp|8 token:IFN-gamma|NN|P|-4|-4|compound|13 token:R|NN|P|-3|-3|compound|13 token:alpha|NN|P|-2|-2|dobj|10 token:and|CC|O|-1|-1|cc|13 token:IFN-gamma|NN|P1|0|0|compound|17 token:R|NN|P2|1|0|compound|17 token:beta|NN|P2|2|0|conj:and@dobj|10@13 token:into|IN|O|3|1|case|20 token:a|DT|O|4|2|det|20 token:complex|NN|O|5|3|nmod:into|10 token:competent|JJ|O|6|4|amod|20 token:for|IN|O|7|5|mark|23 token:eliciting|VBG|O|8|6|advcl|21 token:biological|JJ|O|9|7|amod|25 token:activity|NN|O|10|8|dobj|23 token:.|.|O|11|9|| dep_token:IFN-gamma|NN|P1|compound|17 dep_token:beta|NN|P2|conj:and@dobj|10@13 dep_path_len:1	This suggests that one domain of <0>IFN-gamma</0> is sufficient to recruit <0><0>IFN-gamma</0> R alpha</0> and <1><1>IFN-gamma</1> R beta</1> into a complex competent for eliciting biological activity.
NONE AIMed_d45 12 *EMPTY*-*EMPTY* token:The|DT|O|-11|-20|det|2 token:current|JJ|O|-10|-19|amod|2 token:data|NNS|O|-9|-18|nsubj|4 token:are|VBP|O|-8|-17|cop|4 token:consistent|JJ|O|-7|-16|root|4 token:with|IN|O|-6|-15|mark|13 token:the|DT|O|-5|-14|det|8 token:main|JJ|O|-4|-13|amod|8 token:role|NN|O|-3|-12|nsubj|13@15 token:of|IN|O|-2|-11|case|12 token:the|DT|O|-1|-10|det|12 token:IFN-gamma|NN|P1|0|-9|compound|12 token:dimer|NN|O|1|-8|nmod:of|8 token:being|VBG|O|2|-7|advcl|4 token:to|TO|O|3|-6|mark|15 token:decrease|VB|O|4|-5|xcomp|13 token:the|DT|O|5|-4|det|18 token:dissociation|NN|O|6|-3|compound|18 token:constant|NN|O|7|-2|dobj|15 token:of|IN|O|8|-1|case|20 token:IFN-gamma|NN|P2|9|0|nmod:of|18 token:for|IN|O|10|1|case|24 token:its|PRP$|O|11|2|nmod:poss|24 token:cellular|JJ|O|12|3|amod|24 token:receptors|NNS|O|13|4|nmod:for|18 token:.|.|O|14|5|| dep_token:IFN-gamma|NN|P1|compound|12 dep_token:dimer|NN|O|nmod:of|8 dep_token:role|NN|O|nsubj|13@15 dep_token:decrease|VB|O|xcomp|13 dep_token:constant|NN|O|dobj|15 dep_token:IFN-gamma|NN|P2|nmod:of|18 dep_path_len:5 lex_dep_path:GENE_1|<-compound<-w:dimer<-nmod:of<-nsubj<-__->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-w:role<-nsubj<-__->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nsubj<-w:decreas->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nsubj<-__->dobj->w:constant->nmod:of->|GENE_2	The current data are consistent with the main role of the <1>IFN-gamma</1> dimer being to decrease the dissociation constant of <1>IFN-gamma</1> for its cellular receptors.
NONE AIMed_d136 2 *EMPTY*-*EMPTY* token:The|DT|O|-4|-6|det|1 token:cytokine|NN|O|-3|-5|nsubj@nsubjpass|10@20 token:,|,|O|-2|-4|| token:designated|VBN|O|-1|-3|acl|1 token:interleukin-15|NN|P1|0|-2|xcomp|3 token:(|-LRB-|O|1|-1|| token:IL-15|NN|P2|2|0|appos|4 token:)|-RRB-|O|3|1|| token:,|,|O|4|2|| token:is|VBZ|O|5|3|auxpass|10 token:produced|VBN|O|6|4|root|10 token:by|IN|O|7|5|case|14 token:a|DT|O|8|6|det|14 token:wide|JJ|O|9|7|amod|14 token:variety|NN|O|10|8|nmod:agent|10 token:of|IN|O|11|9|case|16 token:cells|NNS|O|12|10|nmod:of|14 token:and|CC|O|13|11|cc|16 token:tissues|NNS|O|14|12|conj:and@nmod:of|14@16 token:and|CC|O|15|13|cc|10 token:shares|VBZ|O|16|14|conj:and|10 token:many|JJ|O|17|15|amod|23 token:biological|JJ|O|18|16|amod|23 token:properties|NNS|O|19|17|dobj|20 token:with|IN|O|20|18|case|25 token:IL-2|NN|P|21|19|nmod:with|20 token:.|.|O|22|20|| dep_token:interleukin-15|NN|P1|xcomp|3 dep_token:IL-15|NN|P2|appos|4 dep_path_len:1	The cytokine, designated <1>interleukin-15</1> (<1>IL-15</1>), is produced by a wide variety of cells and tissues and shares many biological properties with <0>IL-2</0>.
NONE AIMed_d136 2 *EMPTY*-*EMPTY* token:The|DT|O|-4|-25|det|1 token:cytokine|NN|O|-3|-24|nsubj@nsubjpass|10@20 token:,|,|O|-2|-23|| token:designated|VBN|O|-1|-22|acl|1 token:interleukin-15|NN|P1|0|-21|xcomp|3 token:(|-LRB-|O|1|-20|| token:IL-15|NN|P|2|-19|appos|4 token:)|-RRB-|O|3|-18|| token:,|,|O|4|-17|| token:is|VBZ|O|5|-16|auxpass|10 token:produced|VBN|O|6|-15|root|10 token:by|IN|O|7|-14|case|14 token:a|DT|O|8|-13|det|14 token:wide|JJ|O|9|-12|amod|14 token:variety|NN|O|10|-11|nmod:agent|10 token:of|IN|O|11|-10|case|16 token:cells|NNS|O|12|-9|nmod:of|14 token:and|CC|O|13|-8|cc|16 token:tissues|NNS|O|14|-7|conj:and@nmod:of|14@16 token:and|CC|O|15|-6|cc|10 token:shares|VBZ|O|16|-5|conj:and|10 token:many|JJ|O|17|-4|amod|23 token:biological|JJ|O|18|-3|amod|23 token:properties|NNS|O|19|-2|dobj|20 token:with|IN|O|20|-1|case|25 token:IL-2|NN|P2|21|0|nmod:with|20 token:.|.|O|22|1|| dep_token:interleukin-15|NN|P1|xcomp|3 dep_token:designated|VBN|O|acl|1 dep_token:cytokine|NN|O|nsubj@nsubjpass|10@20 dep_token:shares|VBZ|O|conj:and|10 dep_token:IL-2|NN|P2|nmod:with|20 dep_path_len:4 lex_dep_path:GENE_1|<-xcomp<-w:design<-acl<-nsubj<-__->nmod:with->|GENE_2 lex_dep_path:GENE_1|<-xcomp<-acl<-w:cytokin<-nsubj<-__->nmod:with->|GENE_2 lex_dep_path:GENE_1|<-xcomp<-acl<-nsubj<-w:share->nmod:with->|GENE_2	The cytokine, designated <1>interleukin-15</1> (<0>IL-15</0>), is produced by a wide variety of cells and tissues and shares many biological properties with <1>IL-2</1>.
NONE AIMed_d136 2 *EMPTY*-*EMPTY* token:The|DT|O|-6|-25|det|1 token:cytokine|NN|O|-5|-24|nsubj@nsubjpass|10@20 token:,|,|O|-4|-23|| token:designated|VBN|O|-3|-22|acl|1 token:interleukin-15|NN|P|-2|-21|xcomp|3 token:(|-LRB-|O|-1|-20|| token:IL-15|NN|P1|0|-19|appos|4 token:)|-RRB-|O|1|-18|| token:,|,|O|2|-17|| token:is|VBZ|O|3|-16|auxpass|10 token:produced|VBN|O|4|-15|root|10 token:by|IN|O|5|-14|case|14 token:a|DT|O|6|-13|det|14 token:wide|JJ|O|7|-12|amod|14 token:variety|NN|O|8|-11|nmod:agent|10 token:of|IN|O|9|-10|case|16 token:cells|NNS|O|10|-9|nmod:of|14 token:and|CC|O|11|-8|cc|16 token:tissues|NNS|O|12|-7|conj:and@nmod:of|14@16 token:and|CC|O|13|-6|cc|10 token:shares|VBZ|O|14|-5|conj:and|10 token:many|JJ|O|15|-4|amod|23 token:biological|JJ|O|16|-3|amod|23 token:properties|NNS|O|17|-2|dobj|20 token:with|IN|O|18|-1|case|25 token:IL-2|NN|P2|19|0|nmod:with|20 token:.|.|O|20|1|| dep_token:IL-15|NN|P1|appos|4 dep_token:interleukin-15|NN|P|xcomp|3 dep_token:designated|VBN|O|acl|1 dep_token:cytokine|NN|O|nsubj@nsubjpass|10@20 dep_token:shares|VBZ|O|conj:and|10 dep_token:IL-2|NN|P2|nmod:with|20 dep_path_len:5 lex_dep_path:GENE_1|<-appos<-w:interleukin-15<-xcomp<-acl<-nsubj<-__->nmod:with->|GENE_2 lex_dep_path:GENE_1|<-appos<-xcomp<-w:design<-acl<-nsubj<-__->nmod:with->|GENE_2 lex_dep_path:GENE_1|<-appos<-xcomp<-acl<-w:cytokin<-nsubj<-__->nmod:with->|GENE_2 lex_dep_path:GENE_1|<-appos<-xcomp<-acl<-nsubj<-w:share->nmod:with->|GENE_2	The cytokine, designated <0>interleukin-15</0> (<1>IL-15</1>), is produced by a wide variety of cells and tissues and shares many biological properties with <1>IL-2</1>.
NONE AIMed_d136 3 *EMPTY*-*EMPTY* token:Monoclonal|JJ|O|-8|-15|amod|1 token:antibodies|NNS|O|-7|-14|nsubj|10 token:to|TO|O|-6|-13|case|5 token:the|DT|O|-5|-12|det|5 token:beta|NN|O|-4|-11|compound|5 token:chain|NN|O|-3|-10|nmod:to|1 token:of|IN|O|-2|-9|case|9 token:the|DT|O|-1|-8|det|9 token:IL-2|NN|P1|0|-7|compound|9 token:receptor|NN|O|1|-6|nmod:of|5 token:inhibited|VBD|O|2|-5|root|10 token:the|DT|O|3|-4|det|13 token:biological|JJ|O|4|-3|amod|13 token:activity|NN|O|5|-2|dobj|10 token:of|IN|O|6|-1|case|15 token:IL-15|NN|P2|7|0|nmod:of|13 token:,|,|O|8|1|| token:and|CC|O|9|2|cc|10 token:IL-15|NN|P|10|3|nsubj|19 token:competed|VBD|O|11|4|conj:and|10 token:for|IN|O|12|5|mark|21 token:binding|VBG|O|13|6|advcl|19 token:with|IN|O|14|7|case|23 token:IL-2|NN|P|15|8|nmod:with|21 token:,|,|O|16|9|| token:indicating|VBG|O|17|10|xcomp|19 token:that|IN|O|18|11|mark|28 token:IL-15|NN|P|19|12|nsubj|28 token:uses|VBZ|O|20|13|ccomp|25 token:components|NNS|O|21|14|dobj|28 token:of|IN|O|22|15|case|33 token:the|DT|O|23|16|det|33 token:IL-2|NN|P|24|17|compound|33 token:receptor|NN|P|25|18|nmod:of|29 token:.|.|O|26|19|| dep_token:IL-2|NN|P1|compound|9 dep_token:receptor|NN|O|nmod:of|5 dep_token:chain|NN|O|nmod:to|1 dep_token:antibodies|NNS|O|nsubj|10 dep_token:inhibited|VBD|O|root|10 dep_token:activity|NN|O|dobj|10 dep_token:IL-15|NN|P2|nmod:of|13 dep_path_len:6 lex_dep_path:GENE_1|<-compound<-w:receptor<-nmod:of<-nmod:to<-nsubj<-__->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-w:chain<-nmod:to<-nsubj<-__->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nmod:to<-w:antibodi<-nsubj<-__->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nmod:to<-nsubj<-w:inhibit->dobj->nmod:of->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nmod:to<-nsubj<-__->dobj->w:activ->nmod:of->|GENE_2	Monoclonal antibodies to the beta chain of the <1>IL-2</1> receptor inhibited the biological activity of <1>IL-15</1>, and <0>IL-15</0> competed for binding with <0>IL-2</0>, indicating that <0>IL-15</0> uses components of the <0><0>IL-2</0> receptor</0>.
NONE AIMed_d136 3 *EMPTY*-*EMPTY* token:Monoclonal|JJ|O|-8|-18|amod|1 token:antibodies|NNS|O|-7|-17|nsubj|10 token:to|TO|O|-6|-16|case|5 token:the|DT|O|-5|-15|det|5 token:beta|NN|O|-4|-14|compound|5 token:chain|NN|O|-3|-13|nmod:to|1 token:of|IN|O|-2|-12|case|9 token:the|DT|O|-1|-11|det|9 token:IL-2|NN|P1|0|-10|compound|9 token:receptor|NN|O|1|-9|nmod:of|5 token:inhibited|VBD|O|2|-8|root|10 token:the|DT|O|3|-7|det|13 token:biological|JJ|O|4|-6|amod|13 token:activity|NN|O|5|-5|dobj|10 token:of|IN|O|6|-4|case|15 token:IL-15|NN|P|7|-3|nmod:of|13 token:,|,|O|8|-2|| token:and|CC|O|9|-1|cc|10 token:IL-15|NN|P2|10|0|nsubj|19 token:competed|VBD|O|11|1|conj:and|10 token:for|IN|O|12|2|mark|21 token:binding|VBG|O|13|3|advcl|19 token:with|IN|O|14|4|case|23 token:IL-2|NN|P|15|5|nmod:with|21 token:,|,|O|16|6|| token:indicating|VBG|O|17|7|xcomp|19 token:that|IN|O|18|8|mark|28 token:IL-15|NN|P|19|9|nsubj|28 token:uses|VBZ|O|20|10|ccomp|25 token:components|NNS|O|21|11|dobj|28 token:of|IN|O|22|12|case|33 token:the|DT|O|23|13|det|33 token:IL-2|NN|P|24|14|compound|33 token:receptor|NN|P|25|15|nmod:of|29 token:.|.|O|26|16|| dep_token:IL-2|NN|P1|compound|9 dep_token:receptor|NN|O|nmod:of|5 dep_token:chain|NN|O|nmod:to|1 dep_token:antibodies|NNS|O|nsubj|10 dep_token:inhibited|VBD|O|root|10 dep_token:competed|VBD|O|conj:and|10 dep_token:IL-15|NN|P2|nsubj|19 dep_path_len:6 lex_dep_path:GENE_1|<-compound<-w:receptor<-nmod:of<-nmod:to<-nsubj<-__->conj:and->nsubj->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-w:chain<-nmod:to<-nsubj<-__->conj:and->nsubj->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nmod:to<-w:antibodi<-nsubj<-__->conj:and->nsubj->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nmod:to<-nsubj<-w:inhibit->conj:and->nsubj->|GENE_2 lex_dep_path:GENE_1|<-compound<-nmod:of<-nmod:to<-nsubj<-__->conj:and->w:compet->nsubj->|GENE_2	Monoclonal antibodies to the beta chain of the <1>IL-2</1> receptor inhibited the biological activity of <0>IL-15</0>, and <1>IL-15</1> competed for binding with <0>IL-2</0>, indicating that <0>IL-15</0> uses components of the <0><0>IL-2</0> receptor</0>.
